review,sentiment
"THE FEELING of the need to have someone play the role of Arbiter of Public Taste and Political Correctness always manages to get under our skin. It does seem that these self-appointed, self-superior, pseudo-intellectual types do appear everywhere; be it in one's family, church or bowling league.<br /><br />THESE are the guys who would have society completely disregard and ignore all that went before us; unless, of course, whatever 'it' is does not fly in the face of today's ""acceptable"" language, mores and general ""standards"" of ""proper"" behavior.<br /><br />SO it is that these latter day, high tech book burners have targeted a great deal of what was Hollywood's greatest achievement; namely their participation in our own Allied Propaganda via their unselfishly crafted message and theme films.<br /><br />COLDLY brutal in its generation, the Banned Code and List of Now Unacceptable extends into the Wartime Cartoons that don't meet with the new touchy, feely socially engineered 'official' attitudes; which these ""Thought Police"" have foisted down upon us.<br /><br />WE were truly surprised to see that there seem to be volumes of such animated short subjects. The majority we are aware of are from Warner Brothers' LOONEY TUNES and MERRIE MELODIES; featuring Bugs, Daffy, Elmer & Porky, all in conflict with Hitler, Goerring, 'Il Duce', Tojo and the like. Surprisingly though, we found an ample supply of cartoons from MGM, Walt Disney, Lantz, Paramount-Famous Studios and the Brothers Fleischer.<br /><br />YOU'RE A SAP MR. JAP (Famous Studios/Paramount Pictures, 1942) is a prime example of just what we're talking about.<br /><br />BEING virtually indiscernible from the cartoons that were the output of the Studios of Max and Dave Fleischer before the 1941 business coup-de-tat that moved them out, bringing the new name of ""Famous"" Studios, YOU'RE A SAP MR. JAP bore none of the bland plot elements that would reduce the latter day Popeye Cartoons down to the level of the ultimate formula short movie.<br /><br />WE all remember how we'd have Popeye and Olive Oyl together. Enter Bluto, usually the exponent of wolf whistle and an on acceptable on-screen version of a Male reaction to feminine pulchritude. Olive falls for Bluto's less than honorable attentions; until he gets a little too physical and invariably blurts out, ""Hey Babe, how 'bout a kiss?"" At this point we hear ""Help! Help, Popeye and the diminutive sailor shows up to save the day; replete with the obligatory can of Spinach! DO we exaggerate, Schultz? ONCE again this JAP SAP cartoon is nothing like any of that. Oh sure, it follows the storyline of now having Popeye in the U.S. Navy. The Brothers Fleischer put the little guy in the service in 1941 to conform to the mood in the country and as an open gesture of support for the men now being conscripted in the first Peacetime Draft in United States History. Max and Dave even put Popeye in service aboard the mythical Battleship, the U.S.S. Pensyltucky.<br /><br />OUR point is just this. YOU'RE A SAP MR. JAP and others like SPINACH FER Britain aren't cartoon vehicles for comic relief in the Theatre's program at all in the true sense. Rather they are a sort of grouping of Editorial Cartoons much like those from any ""Great Metropolitan Newspaper"". These animated shorts, much like those still one panel illustrations, have characters that are highly symbolic and representative of Nations, Ideas and Ideals, such as a just and lasting Peace. In most cases, the hero (Popeye, Bugs Bunny or whoever) is alone with the symbol of the Enemy. Both are highly exaggerated visual metaphors for abstract concept and thought; even if they are cloaked in humorous trappings for wider palatability.<br /><br />OUR liberal stupidgencia (the antithesis of intelligencia) may not see themselves this way; but for this sort of behavior, they are no more than Neo Nazi Book burners.<br /><br />PLEASE, allow the future generations to view and appreciate a view of past happenings that is both Historical and Humorous.<br /><br />POODLE SCHNITZ!!",positive
"There is a reason to call this a teen flick. Out of 100 possible points I would put it somewhere in the teens. It is predictable, the acting is horrible, especially the minor roles, and above all else it is super predictable. The ending is so hokey that I should have left early and maybe it would have passed. By the way, could you call the male lead a pervert? I bet if it really happened, someone in my school district would have said so. Finally, in the school I grew up in, even though the average class had over 1000 students, we could have picked out a chump like Josie as being a fraud and we would have singled her out of the crowd. My final word is save your time, when it comes on TV watch something better, like the stock quotes.",negative
"........and an extremely bad one at that!!! How long did this train-wreck last?? 14 episodes or something?? I can see why now.<br /><br />I bought the ""Serenity"" episode from Amazon Unboxed. It was my first purchase, so was free. That is the ONLY good thing about the experience (incident??)<br /><br />I won't comment really on the acting, since these were, I guess, fairly new people who hadn't really gotten the job down just right yet. At least I've never seen them before in any type of major show, theater or TV. If I did, then I have easily forgotten them.<br /><br />But the special effects were absolutely horrendous. True, this isn't exactly a multi-million $$ project, but the original Star Trek did better than this & that was THIRTY-FIVE YEARS ago. I especially got a laugh out of the bad guys (reapers or something like that) ship as it chased the hilarious looking Firefly, with smoke coming out of the engines looking something like a gigantic model rocket. I fully expected to eventually see the Wiley Coyote riding on top, while chasing after the Roadrunner. MODERN jet/rocket engines don't even do it that bad.<br /><br />And that wasn't even the worst of it. The wild-west type shoot-outs had me wondering if I was actually watching a sci-fi film or a Gene Autry one.<br /><br />Regardless of the hype, don't waste your time...I did...all 80-something minutes of the disaster called ""Firefly"".",negative
"Rourke does his usual bit part,as a sinister,rancorous,Neanderthalian,ferocious,evil jerk,in the same mold as in ""Picture Claire"",""Out in Fifty"",""Get Carter"",""Double Team"" and the rest of the garbage he happens to be in.<br /><br />He has very few lines.<br /><br />Of course,all this is just junk,undervaluing Rourke,abasing him,and doesn't matter for his characterization as an actor.Still ,after seeing ""A Prayer ..."",""Johnny Handsome"",""Barfly"",""9 1/2 Weeks"",""Year of the Dragon"",etc.,etc.,for many years I considered Rourke an outstanding,smart,intelligent man.I think he has changed since.<br /><br />He looks callous,calcined.<br /><br />""He went about with gloomy looks;/Despair inhabited his breast/And made the man a perfect pest.""(Belloc,""The Example"").<br /><br />I had absolutely no other reason to watch this dull movie except that Rourke was in.",negative
"Well, basically, the movie blows! It's Blair Witch meets Sean Penn's ill conceived fantasy about going to Iraq to show the world what the ""War on Terror"" is really about. The script sounds like it was written by 8th grader (no offense to 8th graders); the two main actors over-act the entire film; they used the wrong kind of camera and the wrong type of film(not that i know anything about those things--but it just didn't look like real documentaries I've watched), and worst of all Christian Johnson took a great idea and made it suck. It reminded me of the time I tried to draw a picture of my dog and ended up with a really bad stick figure looking thing that looked more like a giant turd. I'd rather watch the Blair Witch VIII, than sit through that again.",negative
"I am a Shakespeare fan, and I can appreciate what Ken Branagh has done to bring Shakespeare back for a new generation of viewers. However, this movie falls short of conveying the overall intentions of the play with the ridiculous musical sequences. Add that with Alicia Silverstone's stumbling over the dialogue (reminiscent of Keanu Reeves in Much Ado About Nothing) and other poorly cast roles, it all equals an excruciating endurance of viewing.",negative
"Written by brilliant Monkees' TV writers Gerald Gardner and Dee Caruso,WHICH WAY TO THE FRONT was the last of the ""Jerry Lewis"" movies until ""Hardly Working"" almost a decade later. Jerry's comedy is evidently an acquired taste, and admittedly he can occasionally be his own worst enemy when he helms as producer/director--but even in the dreariest of his films, there are always moments of brilliance.<br /><br />WHICH WAY manages to be amusing,entertaining and yes,quite funny. It is somewhat unlike any of the typical Lewis films.The pace is very upbeat and ther are lots of excellent supporting players--a kind of JERRY DOES HOGANS HEROES.The whole thing looks kind of like an unsold TV pilot and you will either love it or hate it---but hopefully YOU VILL LAUGH",positive
"Over the years I've watched this movie many times from seeing it on ""HBO"" and I now own a copy on DVD. I must say it's very memorable and entertaining in the meantime it's interesting and educational too. As any TV fan can relate to the time of the early 90's when the time came up to replace Johhny Carson the TV living legend of ""The Tonight Show"" who's it gonna be Jay or Dave? This original film from HBO ""The Late Shift"" stays true to form and depicts the real events very well showing the behind the scenes battle between networks heads of NBC and CBS and even ABC they were all fighting for the services of Jay and Dave. The acting makes it seem real as very little actual TV footage is shown with real life people as the actors portraying Leno and Letterman make it seem so real. I haven't read the Bill Carter book so I don't know if it stayed true to the pages, but I have highly enjoyed this film over the years. From the moment when it starts showing CBS entertainment heads watching Leno sub for Johhny and they decide they want to get in on the late night game. Yet when Carson announces his unexpected retirement NBC wants to stay loyal with Leno yet conflict arrives when Letterman wants a crack at the slot at 11:30 too. It was fun to watch the wacky meeting with Michael Ovitz(Treat Williams)who makes all networks want to consider Letterman for a show. It was interesting to see the scene of Johhny telling Letterman by phone in a direct way to walk from NBC and consider CBS. And by the way Rich Little was terrific as Johhny Carson his portrayal couldn't be matched. And plenty of tense moments were provided by showing the bickering and firing of Leno's talent manager Helen which NBC heads pressured him to do. Overall great film that showed what TV is really like and it proves that networks are power and money hungry while showing that's it's a cutthroat business. Clearly there's no business like show business. Great work from HBO very memorable and a watch anytime it showed the true story of the late night wars.",positive
"This typical Mamet film delivers a quiet, evenly paced insight into what makes a confidence man (Joe Mantegna) good. Explored as a psychological study by a noted psychologist (Lindsay Crouse), it slowly pulls her into his world with the usual nasty consequences. The cast includes a number of the players found is several of Mamet's films (Steven Goldstein, Jack Wallace, Ricky Jay, Andy Potok, Allen Soule, William H. Macy), and they do their usual good job. I loved Lindsay Crouse in this film, and have often wondered why she didn't become a more noted player than she has become. Perhaps I'm not looking in the right places!<br /><br />The movie proceeds at a slow pace, with flat dialog, yet it maintains a level of tension throughout which logically leads to the bang-up ending. You'd expect a real let down at the ending, but I found it uplifting and satisfying. I love this movie!",positive
I switched this on (from cable) on a whim and was treated to quite a surprise...although very predictable this film turned out to be quite enjoyable...no big stars but well-directed and just plain fun. With all the over-hyped crap that is out there it is very nice to get an unexpected surprise now and then... and this little film fits the bill nicely. 9/10,positive
"This is one of the few episodes (if not the only one) with an indisputable error in its storytelling. While handling the Ralphie situation Christopher states that he has heard about Pie-O-My's death in the fire accident. This is an important detail because in this context it is quite obvious that Christopher knows from the beginning that Tony is the one who must have killed Ralphie. There is however no way Chris could have heard about the accident. Who should have told him and when? By the time he is torn out of his delirium by Tony's call nobody else was informed. Tony knows that - which makes it even worse! Hearing Christopher talk about Pie- O-My's death could therefore only lead Tony to the conclusion that Chris himself has set the fire. Given the impressively elaborate writing process as told by the writers themselves on the DVD I really wonder none of them realized the problem there. The story just doesn't work that way. Unnecessary to add that I'm a huge fan of the Sopranos. Otherwise, I certainly wouldn't care.",negative
"Gender Bender sexes things up a bit for the x-files. This episode has an interesting premise, a good story, but an ending that is wanting. Gender Bender is also the x-files debut for actor Nicholas Lea, better known as Alex Krycek. In this episode he plays Michael, a man attacked by one of ""The Kindred"". You need to see this episode just to see Nic Lea's less than spectacular beginning. An interesting thing about the Kindred's ""power of seduction"". When Marty does it to his victims, they become turned onto him/her. However, when Andrew seduces Scully, she only because disoriented and groggy, and does not become attracted to Andrew. Maybe it's because Marty has more experience at it than Andrew. This episode reminds me of why it would sometimes be miserable to film up in British Columbia. Throughout the episode it is so wet, soggy, and muddy, it could not have been that much fun. Despite the disappointing ending, Gender Bender is still a decent episode to view.",positive
"This is the last time I rent a video without checking in at the IMDB reviews. The Limey is directed by Steven Soderbergh who also wrote wrote the truly awful Nightwatch with Ewan Macgregor and directed such trash as Out of Sight with the anti-talented Jennifer Lopez. Terence Stamp is a fine actor and it is a shame he involved himself in such a bad film. There is frequent confusing editing that seems like it was a last minute decision in order to make up for the lack or story, filming and just plain common sense. This film does everything wrong. What were they thinking?",negative
"Soul Calibur is more solid than it ever was... with the new character creation, and the bad-ass chronicle of the sword mode on the home version.<br /><br />The arcade version is more complete, even though the character roster is smaller than the home version, this version is definitely the more pretty of the two, eliminating all of the ""goofy/unrealistic"" fighting styles found in the home version. If you were in any way disappointed with the home version, or perhaps thought it was ""too much,"" you might find a much more likable and straight forward game of Soul Calibur in the arcade. Think you have what it takes to become a Legend?",positive
"Even though it has one of the standard ""Revenge Price Plots,"" this film is my favorite of Vincent Price's work. Gallico has that quality that is missing in so many horror film characters- likeability. When you watch it, you feel for him, you feel his frustration, the injustices against him, and you cheer him on when he goes for vengeance, even though he frightens you a little with his original fury. As the film goes on, his character becomes tragic. He's committed his murder, but now he must kill to cover that up. And again to cover that one up. And again... your stomach sinks with his soul as it goes down its spiral- like watching a beloved brother turn into a hood. Even if the revenge story is of old, the plot devices themselves are original- Gallico uses his tricks to kill in more and more inventive ways. A shame this one isn't available for home veiwing.",positive
"If you decide to watch Wild Rebels, don't expect anything deep and meaningful. If you're looking for a film that explores the relationships and structure of a motorcycle gang, Wild Rebels is the wrong movie. If you're looking for an expose on the breakdown of the American educational system and the problem of juvenile delinquency, Wild Rebels is the wrong movie. If you're looking for a movie that examines how undermanned rural police departments are when facing a well-financed, well-organized gang, Wild Rebels is the wrong movie. But if you're looking for an absurd movie filled with scene after scene of unintentional humor, horrendous acting, a paper-thin plot, and community theater style production values, Wild Rebels is the right movie.<br /><br />Wild Rebels is the story of a down-on-his-luck stock-car driver named Rod Tillman (Steve Alaimo). After a fiery crash (which Rod walks away from completely unscathed despite having only a cotton pants and a London Fog style jacket for protection), Rod decides to give it up. With no plan for his future other than to wander aimless through the back-roads of the South, he stumbles on the Satan's Angels motorcycle gang (a gang being three of the stupidest guys to ever zip up a leather jacket and a woman they seem to share). This group of hoodlums spends their time terrorizing a rural town in Florida by committing such atrocities as stealing a newspaper from a neighbor's mailbox. These bumbling idiots need someone to act as their driver during some larger crimes they have planned. Apparently, these three Einsteins can only drive vehicles with two tires, not four. So they recruit Rod to perform feats of daring that only an experienced stunt driver would be capable of like keeping the car in the middle of a gravel road during a low-speed chase. Eventually, they hold-up a bank, get into the aforementioned low-speed chase, and have the lamest gun battle with the police ever put on film. I could go on forever, but you get the idea.<br /><br />I hate the term ""so bad it's good"", but that seems to aptly describe Wild Rebels.",negative
"This was indeed an amazing adaption. I missed the first episode so I unfortunately missed out on the bonding between the characters and the smooth flow of the storyline. But as soon I watched the second and then the third instalment I was just blown away. I ordered the DVD less than a week later and unable to wait for it to come I went straight out and brought the book. From the moment I opened it I was hooked, I just couldn't put it down. I decided to finish the whole book before I dare watch the DVD at all. I preferred the book because it got inside the characters minds, you could understand totally where they were coming from and what there role was within the story. They missed a lot out of the adaption which was disappointing as the book is a master piece and I think they could have done it superbly if they had been able to stretch it over a longer period of time. But considering only being able to be fitted into a 3 hour slot I think it was done excellent. It followed the main twisted storyline brilliantly. And the actors which were enrolled as the main characters where amazing! The love making scene was pure beautiful. It was so tender and loving and just showed how natural homosexual love can be. I was totally blown away with both the book and the TV adaption! I loved both of Sarah Waters previous novels and also found the Tipping the Velvet adaption quite enjoyable. But when I read and watched Fingersmith I knew none of her previous novels/adaption could beat it. Sarah Waters has indeed exceeded herself this time! I recommend that you watch this adaption! If Tipping the Velvet wasn't your thing, then don't let it put you off this one. Fingersmith is a whole new ball game. It is a beautiful yet dark twisted story about love, greed and betrayal...<br /><br />A MUST SEE!",positive
"This is the kind of movie the US doesn't make. It's why people rent foreign films. It's a great story about how one person, even if he is retarded can make a person find reason in an empty life. Everybody can learn from Georges. It also shows how people that are mentally challenged suffer in their life and shows them in a very realistic way (I think). As its classic in foreign films this movie has a bittersweet ending, but that only makes it a better movie.",positive
"Even though this is the first film by the broken lizard group, it's the last one I saw. Having mildly enjoyed Super Troopers, and managed to sit through the crap that is club dred and beerfest, I was surprised to hear they did an earlier film. Now i didn't sit down with high hopes, but was hoping for a funny campus romp. My friend asked me to keep in mind they are younger (obviously) and its their first foray into film. I did and was still disappointed. Not taking away the acting and comedy skills of the BL guys, they were OK. The whole film was tiresome, clichéd and frankly boring. Some of the other actors in the film were really poor at acting. And the Rugby game didn't even resemble rugby. Poor showing. They improved drastically with Super Troopers and have declined since. Lets hope they get back on form with Super Troopers 2",negative
"Well, I was hoping I'd heard wrong about this film as I'm a big fan of Ruggero Deodato and really didn't want to see him slip up; but unfortunately, this Giallo-styled supernatural load of nonsense is just as bad as I'd been lead to believe it would be - and that's pretty terrible! The plot doesn't work at all, as the film attempts to blend murders and a supernatural theme through a telephone and it all feels very forced and silly. Furthermore, the plot doesn't make much sense at all, and you have to ask yourself ""what's the point"" numerous times throughout the movie. The plot focuses on a young woman living in an apartment block and being terrorised by a telephone. The best thing about the movie is undoubtedly the presence of the beautiful English actress Charlotte Lewis, and unfortunately the good points pretty much stop there. There are a handful of deaths scenes, some of which are gory; but all of which are incredibly stupid, the one that sees someone get killed by coins sticks out especially in that respect. Overall, I really can't recommend this to anyone; non-Deodato fans are unlikely to impressed, and Deodato fans are likely to find the film depressing. Avoid!",negative
"I'm guessing that we all, no matter if we are fans of cars, luv the sound of a Dodge Challenger as it growls along the road, the noise a 57 Chevy make as it screams with ecstasy when it tears round a corner and, most of all, the blast of sound as a classic vehicle bursts into flames as it explodes. I'm not the biggest car enthusiast by any stretch of the imagination, but any of the above really does rev my engine! There's no denying the importance of transport on cinema. It has even been said that the invention of the train was one of the biggest influences on early cinema (looking out a window almost like a moving picture and the idea of being transported to a different time/space). But the car remains the most popular and most luved, it's even got its own genre: the carsploitation genre. A genre that focuses purely on the beauty of cars. In effect, it's just porn! Car porn! And I'm not talking about that rather nasty documentary on Channel 4 in which men actually had sexual intercourse with cars. Whatever floats your...car, I guess. Moving on... whilst RUNNING ON EMPTY isn't quite as pornographic as VANISHING POINT (Richard C. Sarafian, 1971) for instance, with its close ups of the car in motion, all it's bumps and curves (!), this doesn't mean that the car isn't the main focus of this film. In fact, the cars themselves become characters (more on that later). They're objectified and fetishised as much as the women, in fact, maybe even more. And holy holy, are these cars something! Every car in this film (besides the ones in the background) are simply beautiful  works of art, there's no question about it.<br /><br />As I was saying, these incredible cars are, in a way, given characters themselves. You actually start sympathising with the car! SPOILER  Most notably during the scene in which the car is being wrecked and burnt SPOILER OVER. This has become almost a convention of the carsploitation genre; the evil 1978 Plymouth Fury from CHRISTINE (John Carpenter, 1983), Satan's custom Lincoln Mark III in THE CAR (Elliot Silverstein, 1977), the nifty little Mini Coopers from THE Italian JOB (Peter Collinson, 1969) to the friendly Volkswagen Beetle in THE LOVE BUG (Robert Stevenson, 1968) and of course each car from DEATH RACE 2000 (Paul Bartel, 1975) and even WACKY RACES (1968-1970) all of which had their own character. Ironically however, this emphasis on the car often over takes (!) the human characters! And this is certainly the case with RUNNING ON EMPTY, in which only one human character (the blind character who drives his car with his hearing rather than sight) has any sort of dimension, the rest are very much stock characters. These are all your stereotypical Australian 1980s teenagers; big hair, annoying accents and none of whom would look out of place in NEIGHBOURS, especially the Kylie Minouge look-a-like. But who gives a damn? It's all about the cars racing and crashing! That's it! If you don't like that you really are watching the wrong genre.<br /><br />The car scenes are certainly the selling point of this film, and the best thing it's got going for it. They are fast; very fast! And we're not talking about the rather annoying technique some films seem to use where they record the car 'speeding' at around 40mph, and then speed it up. Oooh no! Not with this film you don't. These cars are zooming along at top speeds in real time  no fancy editing tricks here. So, we've got speed. Check. What about crashes? Check, check, check! Whilst there isn't cars crashing EVERYWHERE a la the incredibly BLUES BROTHERS (John Landis, 1980) , when cars do crash in this film, they certainly crash! It would seem that they use gunpowder or something similar to build the cars as one little hit and KABOOM they're up in flames. It kind of reminded me of THRILLER: A CRUEL PICTURE (Bo Arne Vibenius, 1974) in that sense.<br /><br />Between these simply awesome scenes (especially the very start and the very end) there are quite a few scenes which slow everything done and, in my opinion, fail to add very much to the film. Note: more exploding cars needed! However there are a couple of exceptions here which are great scenes  SPOILER especially the attempted rape scene.<br /><br />So, all in all, this is a man's film! A boy's film! Full of cars vroom vroom vrooming around the outback and a couple of tits thrown in for good measure too. I'd recommend this little film to anyone even if they are keen cyclists (!)  it's a great film which you can just switch your brain off, sit back in your leather chair and put on full volume! I'll give it 3.5 luvs out of 5 luvs  Bruuuuum! P.S  Amazon are selling this for just over £2  it's a real bargain although the DVD lacks any special features whatsoever.",positive
"I thought this movie was pretty good. Some parts were corny but that's understandable since it was made more than 55 years ago. I thought the best performance in the movie was given by Michele Morgan who played Millie convincingly. Jack Haley is also really good as Mike O'Brien. Even though I'm not a big Frank Sinatra fan, I think he was very good in this movie. If your have a craving for a silly, over the top musical comedy, Higher and Higher is the movie for you.<br /><br />",positive
"I just got done watching The Edge of Love (by the way, this is one of the worst titles so far this year) and it felt like a chore. Watching Keira Knightly's unlikable, skeleton-looking character made me cringe even more throughout the coarse of the film.<br /><br />It took me four nights to watch this it was so boring. The only good thing about it was Cillian Murphy. He's always good/believable and is severely under looked in many films. This, however, was just not good enough for him.<br /><br />Apart from the unlikable characters, boring storyline, the plot was also emotionally unsatisfying. I felt like I spent my time watching this for nothing (which I did). I should have done the smart thing and turned it off, but I kept it on out of respect for Cillian Murphy and the great cinematography.",negative
the director of this movie must have been mentally ill or even high ... when he accepted to direct this movie... ... i'd rather stare at my ceiling for 5 hours straight instead of being ... punished to watch that stupid movie ... my parents make me watch it as punishment...... ... Don't WATCH IT !!! the director of this movie must have been mentally ill or even high ... when he accepted to direct this movie... ... i'd rather stare at my ceiling for 5 hours straight instead of being ... punished to watch that stupid movie ... my parents make me watch it as punishment...... ... Don't WATCH IT !!! the director of this movie must have been mentally ill or even high ... when he accepted to direct this movie... ... i'd rather stare at my ceiling for 5 hours straight instead of being ... punished to watch that stupid movie ... my parents make me watch it as punishment...... ... Don't WATCH IT !!!,negative
"Like in a circle the movie leads back to its point of departure, the image of the cranes that are crossing a Muscovite sky. They represent the freedom to realize your life as you wish, in order to aspire the greatest possible fulfilment.<br /><br />In the beginning Veronica and Boris experience such a promise of happiness, and their eyes follow the path of the cranes in exhilaration. It seems as if they might be able to live according to their dreams.<br /><br />But Man is not a bird. Life draws up its own rules, from which no human can escape and which we cannot change - not even by making a supreme effort. War breaks out, and without much hesitation Boris signs up for the front in order to fulfil his patriotic duty. He cannot even say good-bye to Veronica, for she arrives late at the assembly point from which the soldiers are sent away. Surrounded by a jubilant crowd all her attempts to attract Boris' attention must inevitably fail.<br /><br />Boris eventually gets killed in war, without Veronica learning about it for the moment. His brother Mark, a vigorous musician, who obtained the exemption from military service by corruption, is eager to take his place. Veronica initially resists, but in a frightful night of bombing she finally falls victim to his charms. A marriage takes place, which is never accepted by the family.<br /><br />Soon feelings of guilt seize hold of Veronica and she realizes that Boris' return is the one and only thing she actually longs for. She therefore eases her bad conscience and despair by the self-sacrificing work in a field hospital.<br /><br />When war finally is over, once again a crowd of enthusiastic people gathers in order to cheer the victorious soldiers. Again Veronica is among them, forcing her way through a wall of bodies. In her hand she is carrying a bunch of flowers, until she finally has to give it away to complete strangers, for one of the homecomers has just dashed her hopes by confirming the sad certainty of Boris' death.<br /><br />Once again the cranes invade the sky, drawing their wayward lines. But now Veronica is watching them on her own, and the look in her eyes is a different one. She has had to accept the impossibility to live according to preconceived plans, to follow the guidelines of your dreams. For all humans are nothing but helpless puppets hanging on the inscrutable strings of fate.<br /><br />",positive
"I loved this movie. To be very fair, the movie starts off very slowly, with none of the characters being terribly sympathetic. It continues in this way for a good half of the film.<br /><br />But, if you're patient, you'll be greatly rewarded. What the first half of the movie lacks in character development and/or sympathy is adequately compensated for in the second half. It's a bit like riding a roller coaster - a slow, uphill climb to strat off with, and then speed, twists and turns, and a few surprises.<br /><br />As usual, Meryl Streep is wonderful. She is the finest actress of our time. William Hurt is good, if a bit wooden in spots. Renee Zellweger does a very good job, showing that her performance in Jerry McGuire wasn't a fluke.",positive
"Okay, it was very good...but Best Picture? Please, not even close. Munich was better, Capote was much better, Good Night and Good Luck was much better...Brokeback Mountain - well, that should have won! The Academy voters seem to act like the current day Democrats - please just a little of everyone, but don't dare take any concrete positions. That's why we have a complete moron in office in the US.<br /><br />This has been the WORST AA presentation ... and forget 1987 ... since way before that. Hollywood is so afraid of it's bottom line, that it can't be set ""straight"". Many voters apparently didn't even see Brokeback Mountain. Get real and get with it.<br /><br />This was the most pathetic year since I have been watching in the mid- 60's and I was only two.<br /><br />Wake up, whoever you are. Hollywood IS mainstream, and that's what happened to the Box Office in 2005. King Kong, the last Star Wars film, another Batman film, a re-make or whatever of Charlie and The Chocolate Factory, and much more to come in 2006.<br /><br />At least there were original best pictures, i.e. Munich, but heard that one before, Capote - great; Katherine Keener should have won, even though now we know Reese can sing like a Cash/Carter, etc., Syriana was a much better picture than Crash. That film has been done, since the early 1960's and we have to make that the best film? What a horrible Oscar night and a horrible year to end with in 2005 and another boring year in 2006. At least the BAFTA for best picture went to Brokeback, and what about the horrible song that won? Pathetic. I think we only have about 20 years left as America or the USA, before someone comes in and changes up things a bit. Maybe it will be China since they own so much of this country ... or India, because they have all the high-tech jobs and are the largest democratic country in the entire world.<br /><br />America has become the land of the fat, the pathetic, and the stupid. Trash can be found in more places than Florida, West Virgina, South Dakota, and in the mid-West.<br /><br />Drive-through a local McDonald's or Burger King for goodness sake. Order all you want until you get a heart attack. Put yourself out of your misery.",negative
"A family (mother-Patricia Clarkson, father-Jake Weber, son-Erik Per Sullivan) go out for a family get together in some remote house in the middle of winter. They accidentally hit a deer while driving there. This angers some of the locals--especially Otis (John Speredakos) and things slowly (VERY slowly) go wrong.<br /><br />I was expecting the worst when I started watching this. The bulk of the reviews for this, on this site, are extremely negative. Well...I disagree. First off it's NOT a horror film. The horror doesn't even begin until the closing 30 minutes. It plays more like a family drama with horror elements thrown in. On that level, it's pretty damn good.<br /><br />First--the bad stuff: The pace is WAY too slow; Jake Weber is a horrible actor; WAY too many false dream sequence scares; the wendigo barely figures into the film and the clear view we get of the wendigo at the end is laughable.<br /><br />The good stuff: Pretty good dramatic script; Clarkson is excellent as the mother; some great direction with eerie sound effects which are a little scary; a pretty explicit hot sex sequence between Clarkson and Weber (which actually is necessary for the integrity of the plot!); pretty good acting by Sullivan (only 10 at the time!) and Speredakos and a completely unexpected tragic ending.<br /><br />I think many people are annoyed with this film because it's being pushed as a horror film--which it isn't. So, if you can ignore that, I think you might like it. I'm giving it a 7.",positive
"I got subjected to this pile one Wednesday afternoon when my mother-in-law was watching it. I can't get over someone basically doing a remake of a crappy high budget Hollywood flop (""the CORE"" with washed up actors like Luke Perry). If the HIGH budget one flopped, what makes people think doing the SAME movie 2 years later with NO budget would go anywhere? I was laughing through most of the movie because of how insanely similar it was (in fact I am shocked it's not held up in Legal rather than airing on TV), and how it was basically the script of the CORE just redone badly, which if you have seen ""the Core"", you know why doing it worse is funny, since the CORE was ALREADY so bad it was funny.<br /><br />If you enjoy getting a laugh out of REALLY bad movies, this one will be right up your alley. The only thing I can say, is that I wish Luke Perry was able to have a career, because he isn't a horrible actor.. he just lands horrible roles. Crappy made for TV movies that will only run on daytime television is pretty much one step closer to the end for him, if it wasn't for 90210 he would have a career.",negative
"I saw the premier of this movie during the 2005 Phoenix Film Festival and was very impressed with the skill Director, Jeff Hare, exhibited in bringing this timely topic to the screen. The cast of characters meshed perfectly and allowed us to examine the issue of a senior wishing to die on ""his own terms"" in a very warm and humorous way. Peter Falk was brilliant as Morris and the supporting group of family members and friends were perfectly cast in their roles. The interaction of the family, friends and outsiders with Morris created a realistic view of how families address the issue of their parents aging and their wishes to die with dignity.<br /><br />Although this movie is ostensibly a movie about a Jewish Actor and his family, it is truly a movie about all families. The jokes the family and Morris crack during this romp through the life of a ""Force of Nature"" are fresh and realistic. Childhood rivalries, adult successes and failures, and hope for the children are integral to this screenplay. While many will question how you can make the topic of suicide ""humorous"", I thought the treatment logical and timely. If you are not afraid to shed a few tears or laugh at the quips of a family struggling with this issue, then you MUST SEE THIS MOVIE.<br /><br />The movie was awarded ""Best Picture"" at the Phoenix Film Festival.",positive
